submitted_by_user_login,submission_timestamp_utc,demographic_age,demographic_country,attention_check_passed,item_id,item_type,description,sentences,combined_text,code_key,entity,seed,descriptor,intensity,all_entities,packet_step,user_sentiment_score,user_sentiment_label,sentence_at_step,new_sentence_for_step,descriptor_for_step,intensity_for_step,mark,marks
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",3,-2,Moderately Negative,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary.","Third, it was ordinary.",negative,slight,Third,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",4,2,Moderately Positive,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid.","Fourth, it was splendid.",positive,strong,Fourth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",5,3,Strongly Positive,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb.","Fifth, it was superb.",positive,very,Fifth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",6,2,Moderately Positive,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid.","Sixth, it was valid.",positive,slight,Sixth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",7,3,Strongly Positive,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient.","Seventh, it was proficient.",positive,moderate,Seventh,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",8,4,Extremely Positive,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional.","Eighth, it was truly exceptional.",positive,strong,Eighth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-03 3:01:44,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the laptop was pathetic."", ""Second, it was defective."", ""Third, it was ordinary."", ""Fourth, it was splendid."", ""Fifth, it was superb."", ""Sixth, it was valid."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is ugly.""]","First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.",entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_slight]]->entity[[laptop_strong]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_moderate]]->entity[[laptop_strong]]->entity[[laptop_strong]],laptop,988840,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""laptop""]",9,1,Slightly Positive,"First, the laptop was pathetic. Second, it was defective. Third, it was ordinary. Fourth, it was splendid. Fifth, it was superb. Sixth, it was valid. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is ugly.","Finally, it is ugly.",negative,strong,Finally,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-09-04 22:15:24,,,TRUE,calibration_positive,calibration,practice positive,"[""always honored""]",always honored,calibration_pos[[always honored_very]],always honored,453193,"[""positive""]","[""very""]","[""always honored""]",,2,Moderately Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,calibration_negative,calibration,practice negative,"[""awkward""]",awkward,calibration_neg[[awkward_moderate]],awkward,453193,"[""negative""]","[""moderate""]","[""awkward""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_3,compound_action,"Compound-action pattern ['negative', 'positive', 'negative']","[""Finley, the vile and disgusting person, respected Drew, the abusive and violent person.""]","Finley, the vile and disgusting person, respected Drew, the abusive and violent person.",actor[[Finley_very]]->verb[[respected_strong]]->target[[Drew_strong]],Finley,453193,"[""negative"", ""positive"", ""negative""]","[""very"", ""strong"", ""strong""]","[""Finley"", ""Drew""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_3,compound_action,"Compound-action pattern ['negative', 'positive', 'negative']","[""Finley, the vile and disgusting person, respected Drew, the abusive and violent person.""]","Finley, the vile and disgusting person, respected Drew, the abusive and violent person.",actor[[Finley_very]]->verb[[respected_strong]]->target[[Drew_strong]],Drew,453193,"[""negative"", ""positive"", ""negative""]","[""very"", ""strong"", ""strong""]","[""Finley"", ""Drew""]",,3,Strongly Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_2,compound_action,"Compound-action pattern ['negative', 'negative', 'negative']","[""Avery, the selfish person, violently attacked Cameron, the naive person.""]","Avery, the selfish person, violently attacked Cameron, the naive person.",actor[[Avery_moderate]]->verb[[violently attacked_very]]->target[[Cameron_slight]],Avery,453193,"[""negative"", ""negative"", ""negative""]","[""moderate"", ""very"", ""slight""]","[""Avery"", ""Cameron""]",,-3,Strongly Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_2,compound_action,"Compound-action pattern ['negative', 'negative', 'negative']","[""Avery, the selfish person, violently attacked Cameron, the naive person.""]","Avery, the selfish person, violently attacked Cameron, the naive person.",actor[[Avery_moderate]]->verb[[violently attacked_very]]->target[[Cameron_slight]],Cameron,453193,"[""negative"", ""negative"", ""negative""]","[""moderate"", ""very"", ""slight""]","[""Avery"", ""Cameron""]",,2,Moderately Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Sutton, the decent and honest person, and Sloane, the cynical person, often worked together.""]","Sutton, the decent and honest person, and Sloane, the cynical person, often worked together.",actor[[Sutton_moderate]]+actor[[Sloane_moderate]]->verb[[worked_neutral]],Sutton,453193,"[""positive"", ""negative"", ""neutral""]","[""moderate"", ""moderate"", ""neutral""]","[""Sutton"", ""Sloane""]",,2,Moderately Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Sutton, the decent and honest person, and Sloane, the cynical person, often worked together.""]","Sutton, the decent and honest person, and Sloane, the cynical person, often worked together.",actor[[Sutton_moderate]]+actor[[Sloane_moderate]]->verb[[worked_neutral]],Sloane,453193,"[""positive"", ""negative"", ""neutral""]","[""moderate"", ""moderate"", ""neutral""]","[""Sutton"", ""Sloane""]",,1,Slightly Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Blake, the insecure person, and Rowan, the unreliable and careless person, talked together every weekend.""]","Blake, the insecure person, and Rowan, the unreliable and careless person, talked together every weekend.",actor[[Blake_slight]]+actor[[Rowan_strong]]->verb[[talked_neutral]],Blake,453193,"[""negative"", ""negative"", ""neutral""]","[""slight"", ""strong"", ""neutral""]","[""Blake"", ""Rowan""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Blake, the insecure person, and Rowan, the unreliable and careless person, talked together every weekend.""]","Blake, the insecure person, and Rowan, the unreliable and careless person, talked together every weekend.",actor[[Blake_slight]]+actor[[Rowan_strong]]->verb[[talked_neutral]],Rowan,453193,"[""negative"", ""negative"", ""neutral""]","[""slight"", ""strong"", ""neutral""]","[""Blake"", ""Rowan""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_1,compound_action,"Compound-action pattern ['positive', 'negative', 'negative']","[""Peyton, the neat person, frequently interrupted Reagan, the abrasive and harsh person.""]","Peyton, the neat person, frequently interrupted Reagan, the abrasive and harsh person.",actor[[Peyton_moderate]]->verb[[frequently interrupted_moderate]]->target[[Reagan_moderate]],Peyton,453193,"[""positive"", ""negative"", ""negative""]","[""moderate"", ""moderate"", ""moderate""]","[""Peyton"", ""Reagan""]",,2,Moderately Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_1,compound_action,"Compound-action pattern ['positive', 'negative', 'negative']","[""Peyton, the neat person, frequently interrupted Reagan, the abrasive and harsh person.""]","Peyton, the neat person, frequently interrupted Reagan, the abrasive and harsh person.",actor[[Peyton_moderate]]->verb[[frequently interrupted_moderate]]->target[[Reagan_moderate]],Reagan,453193,"[""positive"", ""negative"", ""negative""]","[""moderate"", ""moderate"", ""moderate""]","[""Peyton"", ""Reagan""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The battery was useful, but the phone was unprofessional.""]","The battery was useful, but the phone was unprofessional.",parent[[phone_moderate]]->child[[battery_moderate]],phone,453193,"[""negative"", ""positive""]","[""moderate"", ""moderate""]","[""phone"", ""battery""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The battery was useful, but the phone was unprofessional.""]","The battery was useful, but the phone was unprofessional.",parent[[phone_moderate]]->child[[battery_moderate]],battery,453193,"[""negative"", ""positive""]","[""moderate"", ""moderate""]","[""phone"", ""battery""]",,2,Moderately Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Spencer, the happy and cheerful person, often hung out with Sawyer, the nice person.""]","Spencer, the happy and cheerful person, often hung out with Sawyer, the nice person.",actor[[Spencer_very]]+actor[[Sawyer_moderate]]->verb[[hung out_neutral]],Spencer,453193,"[""positive"", ""positive"", ""neutral""]","[""very"", ""moderate"", ""neutral""]","[""Spencer"", ""Sawyer""]",,2,Moderately Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Spencer, the happy and cheerful person, often hung out with Sawyer, the nice person.""]","Spencer, the happy and cheerful person, often hung out with Sawyer, the nice person.",actor[[Spencer_very]]+actor[[Sawyer_moderate]]->verb[[hung out_neutral]],Sawyer,453193,"[""positive"", ""positive"", ""neutral""]","[""very"", ""moderate"", ""neutral""]","[""Spencer"", ""Sawyer""]",,3,Strongly Positive,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_0,compound_action,"Compound-action pattern ['negative', 'negative', 'positive']","[""Aspen, the withdrawn and quiet person, harshly punished Dakota, the polite person.""]","Aspen, the withdrawn and quiet person, harshly punished Dakota, the polite person.",actor[[Aspen_slight]]->verb[[harshly punished_very]]->target[[Dakota_slight]],Aspen,453193,"[""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""slight""]","[""Aspen"", ""Dakota""]",,-2,Moderately Negative,,,,,,
anonymous,2025-09-04 22:15:24,,,TRUE,compound_action_0,compound_action,"Compound-action pattern ['negative', 'negative', 'positive']","[""Aspen, the withdrawn and quiet person, harshly punished Dakota, the polite person.""]","Aspen, the withdrawn and quiet person, harshly punished Dakota, the polite person.",actor[[Aspen_slight]]->verb[[harshly punished_very]]->target[[Dakota_slight]],Dakota,453193,"[""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""slight""]","[""Aspen"", ""Dakota""]",,3,Strongly Positive,,,,,,
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",1,2,Moderately Positive,"At the start, the program was proficient.","At the start, the program was proficient.",positive,moderate,At the start,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",2,3,Strongly Positive,"At the start, the program was proficient. Following that, it was fantastic.","Following that, it was fantastic.",positive,strong,Following that,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",3,3,Strongly Positive,"At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid.","Afterwards, it was valid.",positive,slight,Afterwards,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",4,-1,Slightly Negative,"At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre.","Later, it was mediocre.",negative,slight,Later,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",5,-2,Moderately Negative,"At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous.","Then, it was grievous.",negative,strong,Then,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",6,-3,Strongly Negative,"At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful.","Subsequently, it was dreadful.",negative,very,Subsequently,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-09-04 22:16:12,,,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the program was proficient."", ""Following that, it was fantastic."", ""Afterwards, it was valid."", ""Later, it was mediocre."", ""Then, it was grievous."", ""Subsequently, it was dreadful."", ""Eventually, it was defective."", ""Finally, it was ordinary."", ""Currently, it is absolutely perfect.""]","At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective. Finally, it was ordinary. Currently, it is absolutely perfect.",entity[[program_moderate]]->entity[[program_strong]]->entity[[program_slight]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_very]],program,453193,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""slight"", ""slight"", ""strong"", ""very"", ""moderate"", ""slight"", ""very""]","[""program""]",7,-4,Extremely Negative,"At the start, the program was proficient. Following that, it was fantastic. Afterwards, it was valid. Later, it was mediocre. Then, it was grievous. Subsequently, it was dreadful. Eventually, it was defective.","Eventually, it was defective.",negative,moderate,Eventually,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
